air_store_id,train_days,test_days,seasonal_naive_rmsle,arimax_rmsle,seasonal_naive_rmse_log,arimax_rmse_log,seasonal_naive_mape,arimax_mape,arimax_aic,arimax_status,air_genre_name,air_area_name,delta_rmsle
air_0e1eae99b8723bc1,434,36,1.0061545301492598,0.913951507349824,1.0061545301492598,0.913951507349824,132.76764397023683,104.1264654470235,1169.6710307752232,ARIMAX,Cafe/Sweets,Tōkyō-to Kōtō-ku Tōyō,0.09220302279943582
air_0e7c11b9abc50163,257,39,1.9096784659510806,1.0160065473331972,1.9096784659510806,1.0160065473331972,318.7902764638148,140.0903562103142,743.0152355002276,ARIMAX,Cafe/Sweets,Tōkyō-to Shibuya-ku Jingūmae,0.8936719186178834
air_0f0cdeee6c9bf3d7,257,39,0.5540361659262624,0.9528857702197113,0.5540361659262624,0.9528857702197113,57.14667570804178,68.09299307303777,655.250622372477,ARIMAX,Italian/French,Hyōgo-ken Kōbe-shi Kumoidōri,-0.39884960429344896
air_0f2f96335f274801,387,38,0.8998992331598414,0.6414621329667642,0.8998992331598414,0.6414621329667642,88.82883757109762,59.967132753772,779.9242974050142,ARIMAX,Izakaya,Tōkyō-to Chiyoda-ku Kanda Jinbōchō,0.2584371001930772
air_0f60e1576a7d397d,257,39,1.7205000286097454,0.7882456331466154,1.7205000286097454,0.8345044416568136,95.12820512820514,67.68294323528374,552.0853606995277,ARIMAX,Cafe/Sweets,Fukuoka-ken Itoshima-shi Maebarunishi,0.9322543954631299
air_1033310359ceeac1,337,39,0.8489980052832959,0.8291830670831704,0.8489980052832959,0.8291830670831704,121.24672379189686,87.90408523633968,753.3273658707151,ARIMAX,Izakaya,Tōkyō-to Kōtō-ku Tomioka,0.019814938200125587
air_10393f12e9069760,257,39,0.6878897751483288,0.5349557967423332,0.6878897751483288,0.5349557967423332,94.22909678196686,62.512894783333294,516.1582429235182,ARIMAX,Dining bar,Tōkyō-to Toshima-ku Minamiikebukuro,0.15293397840599565
air_105a7954e32dba9b,257,38,0.6244927213035448,0.30692157817944976,0.6244927213035448,0.30692157817944976,119.8149139915988,25.471787423774355,541.5142537264455,ARIMAX,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,0.31757114312409507
air_10713fbf3071c361,257,39,0.5478965396163975,0.3494674465733829,0.5478965396163975,0.3494674465733829,57.23864080139383,29.827837522313217,500.92932415908825,ARIMAX,Cafe/Sweets,Tōkyō-to Shibuya-ku Shibuya,0.1984290930430146
air_10bbe8acd943d8f6,257,39,0.8568466888321399,0.6847168243833578,0.8568466888321399,0.6847168243833578,89.53525052956115,49.814449574174304,500.7273534174242,ARIMAX,Asian,Tōkyō-to Shibuya-ku Shibuya,0.1721298644487821
air_12c4fb7a423df20d,257,39,0.4585397004931413,0.9740035899034702,0.4585397004931413,0.9740035899034702,47.59018248906685,55.737631971487176,423.5733078059818,ARIMAX,Western food,Tōkyō-to Shibuya-ku Shibuya,-0.515463889410329
air_138ee734ac79ff90,436,39,0.4545926695047285,0.46268638424589137,0.4545926695047285,0.46268638424589137,54.84215214984446,46.35252657858588,677.475434945802,ARIMAX,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Shiobaru,-0.008093714741162883
air_138ff410757b845f,257,39,0.7851997551834977,0.5061497056339991,0.7851997551834977,0.5061497056339991,146.05173152466597,50.72891172580858,505.84790840247797,ARIMAX,Dining bar,Tōkyō-to Shinagawa-ku Hiromachi,0.27905004954949864
